"","Country","assess_id_short","Year.x","CommName","Biomass","Catch","BvBmsy","FvFmsy","Dbase","SciName","IdLevel","SpeciesCat.x","Profits","MSY","Price","g","k","c","phi","itq","ivq","iq","turf"
"429","Brazil","1163-FAO",1996,"Black drum",7671.267,1,0.355,0.004,"FAO","Pogonias cromis","Species",33,1814.161,795.262,2335.514,0.037,54070.008,58540866.6,0.188,NA,NA,NA,NA
"430","Portugal","11635-FAO",2005,"Wedge sole",6.908,10,0.452,13.133,"FAO","Dicologlossa cuneata","Species",31,-4247.481,1.685,1022.233,0.11,38.228,8945.805,0.188,NA,NA,NA,NA
"431","Portugal","11636-FAO",2016,"Wedge sole",701.531,219.033,0.696,2.888,"FAO","Dicologlossa cuneata","Species",31,56327.292,108.961,853.515,0.108,2520.169,593212.099,0.188,NA,NA,NA,NA
"432","Brazil","1164-FAO",2016,"Blackfin goosefish",95072.149,5307.677,1.362,1.387,"FAO","Lophius gastrophysus","Species",34,8321632.659,2808.797,2690.262,0.04,174454.724,253600858.5,0.188,NA,NA,NA,NA
"433","Portugal","11642-FAO",2016,"White grouper",26.976,1.003,0.649,2.707,"FAO","Epinephelus aeneus","Species",33,-196.563,0.571,2803.109,0.014,103.864,217214.049,0.188,NA,NA,NA,NA
"434","Portugal","11648-FAO",2016,"White seabream",2666.363,302.403,0.94,2.688,"FAO","Diplodus sargus","Species",33,188522.936,119.734,2377.498,0.042,7094.383,8986053.638,0.188,NA,NA,NA,NA
"435","Portugal","11651-FAO",2016,"Witch flounder",76.648,3.618,0.229,3.608,"FAO","Glyptocephalus cynoglossus","Species",31,-9253.75,4.372,2019.289,0.013,835.618,876868.997,0.188,NA,NA,NA,NA
"436","Portugal","11652-FAO",2016,"Witch flounder",5150.677,117.765,0.428,1.735,"FAO","Glyptocephalus cynoglossus","Species",31,5908.596,158.602,2019.289,0.013,30090.705,31505759.19,0.188,NA,NA,NA,NA
"437","Portugal","11653-FAO",2016,"Wolffishes(=Catfishes) nei",931.82,10.185,0.691,0.836,"FAO","Anarhichas spp","Neis",34,3804.433,17.621,1271.737,0.013,38603.119,3244151.901,0.188,NA,NA,NA,NA
"438","Portugal","11654-FAO",2016,"Wolffishes(=Catfishes) nei",815.342,8.911,0.691,0.836,"FAO","Anarhichas spp","Neis",34,3328.879,15.419,1271.737,0.013,38603.119,2838632.914,0.188,NA,NA,NA,NA
"439","Portugal","11656-FAO",2016,"Wrasses, hogfishes, etc. nei",50.879,7.227,0.513,3.4,"FAO","Labridae","Neis",33,-4975.555,4.142,1530.914,0.042,4876.574,202992.438,0.188,NA,NA,NA,NA
"440","Portugal","11657-FAO",2016,"Wreckfish",1371.137,37.769,0.856,2.072,"FAO","Polyprion americanus","Species",34,10840.717,21.284,1142.973,0.013,4003.456,3447550.03,0.188,NA,NA,NA,NA
"441","Portugal","11658-FAO",2016,"Wreckfish",17379.587,541.434,1.042,2.315,"FAO","Polyprion americanus","Species",34,225228.723,224.439,1142.973,0.013,41693.074,35769625.79,0.188,NA,NA,NA,NA
"442","Portugal","11659-FAO",2007,"Wreckfish",239.906,30,1.464,9.083,"FAO","Polyprion americanus","Species",34,17677.191,2.255,1368.908,0.014,409.576,349001.518,0.188,NA,NA,NA,NA
"443","Puerto Rico","11681-FAO",2016,"Caribbean spiny lobster",322.127,50.513,0.337,3.821,"FAO","Panulirus argus","Species",43,-329379.557,39.243,13883.656,0.041,2391.012,11458772.28,0.188,NA,NA,NA,NA
"444","Puerto Rico","11686-FAO",2016,"Goatfishes, red mullets nei",5.443,1.254,0.656,2.181,"FAO","Mullidae","Neis",33,6.805,0.876,672.959,0.106,8763.426,5646.076,0.188,NA,NA,NA,NA
"445","Puerto Rico","11687-FAO",2016,"Groupers nei",20.396,2.772,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-3178.652,1.593,2803.109,0.041,8391.131,146668.141,0.188,NA,NA,NA,NA
"446","Puerto Rico","11690-FAO",2016,"Lane snapper",452.279,36.479,0.761,1.958,"FAO","Lutjanus synagris","Species",33,17742.789,24.489,2839.754,0.041,1486.435,2265199.46,0.188,NA,NA,NA,NA
"447","Puerto Rico","11692-FAO",2016,"Marine crabs nei",58.083,4.416,0.819,1.777,"FAO","Brachyura","Neis",42,3171.078,3.035,2848.514,0.041,36803.342,280163.7,0.188,NA,NA,NA,NA
"448","Puerto Rico","11696-FAO",2016,"Misty grouper",22.252,1.977,0.629,2.165,"FAO","Epinephelus mystacinus","Species",33,-181.826,1.451,2803.109,0.041,88.438,133188.317,0.188,NA,NA,NA,NA
"449","Puerto Rico","11697-FAO",2016,"Mojarras, etc. nei",2.16,0.292,0.45,3.222,"FAO","Gerreidae","Neis",33,-278.98,0.201,1530.914,0.042,20788.335,9829.405,0.188,NA,NA,NA,NA
"450","Puerto Rico","11698-FAO",2016,"Mullets nei",19.786,3.058,0.481,3.788,"FAO","Mugilidae","Neis",33,-2803.753,1.68,1530.914,0.041,46127.464,84960.771,0.188,NA,NA,NA,NA
"451","Puerto Rico","11699-FAO",2016,"Mutton snapper",1397.314,14.581,1.392,0.703,"FAO","Lutjanus analis","Species",33,27613.373,14.897,2839.754,0.015,2509.952,5195614.957,0.188,NA,NA,NA,NA
"452","Brazil","1170-FAO",2016,"Bocon toadfish",9648.8,756.221,1.509,1.073,"FAO","Amphichthys cryptocentrus","Species",33,753928.11,466.874,1530.914,0.073,15984.341,11059075.88,0.188,NA,NA,NA,NA
"453","Puerto Rico","11700-FAO",2016,"Octopuses, etc. nei",252.197,15.003,1.504,0.987,"FAO","Octopodidae","Neis",57,27445.436,10.102,2777.255,0.06,86403.388,556199.457,0.188,NA,NA,NA,NA
"454","Puerto Rico","11701-FAO",2016,"Parrotfishes nei",74.417,10.39,0.798,3.473,"FAO","Scaridae","Neis",33,973.992,3.751,1530.914,0.04,3451.529,193021.329,0.188,NA,NA,NA,NA
"455","Puerto Rico","11703-FAO",2016,"Porgies, seabreams nei",53.943,5.902,0.617,2.683,"FAO","Sparidae","Neis",33,-1737.537,3.568,2377.498,0.041,7217.032,280133.556,0.188,NA,NA,NA,NA
"456","Puerto Rico","11704-FAO",2011,"Queen snapper",1632.091,106,1.21,1.581,"FAO","Etelis oculatus","Species",33,213465.299,55.383,3401.099,0.041,3371.363,5142078.64,0.188,NA,NA,NA,NA
"457","Puerto Rico","11705-FAO",2016,"Red hind",130.47,10.129,0.729,1.887,"FAO","Epinephelus guttatus","Species",33,4117.724,7.359,2803.109,0.041,447.297,673111.102,0.188,NA,NA,NA,NA
"458","Puerto Rico","11708-FAO",2016,"Silk snapper",832.129,45.484,0.785,4,"FAO","Lutjanus vivanus","Species",33,607.267,14.49,2839.754,0.014,2651.021,5625023.688,0.188,NA,NA,NA,NA
"459","Puerto Rico","11710-FAO",2016,"Snappers, jobfishes nei",399.116,53.872,0.511,3.268,"FAO","Lutjanidae","Neis",33,-67107.01,32.257,2839.754,0.041,9508.468,2976743.542,0.188,NA,NA,NA,NA
"460","Puerto Rico","11711-FAO",2016,"Snooks(=Robalos) nei",30.633,2.144,0.587,1.778,"FAO","Centropomus spp","Neis",33,-144.85,2.056,1530.914,0.039,87520.364,108878.807,0.188,NA,NA,NA,NA
"461","Puerto Rico","11712-FAO",2016,"Squirrelfishes nei",11.224,1.017,0.672,2.212,"FAO","Holocentridae","Neis",33,42.672,0.684,1530.914,0.041,2255.088,34373.437,0.188,NA,NA,NA,NA
"462","Puerto Rico","11715-FAO",2016,"Triggerfishes, durgons nei",83.549,12.732,0.602,3.661,"FAO","Balistidae","Neis",33,-5142.573,5.779,1530.914,0.042,439.531,284549.992,0.188,NA,NA,NA,NA
"463","Puerto Rico","11717-FAO",2011,"Vermilion snapper",6.885,4,0.575,13.778,"FAO","Rhomboplites aurorubens","Species",33,-8738.33,0.504,3401.099,0.042,29.912,45264.437,0.188,NA,NA,NA,NA
"464","Puerto Rico","11719-FAO",2016,"Wrasses, hogfishes, etc. nei",69.959,9.937,0.513,3.4,"FAO","Labridae","Neis",33,-6841.389,5.695,1530.914,0.042,4876.574,279114.603,0.188,NA,NA,NA,NA
"465","Brazil","1172-FAO",2016,"Brazilian flathead",14751.929,1234.69,1.12,2.089,"FAO","Percophis brasiliensis","Species",33,805529.918,527.504,1530.914,0.04,32924.201,27275814.6,0.188,NA,NA,NA,NA
"466","Puerto Rico","11720-FAO",2010,"Yellowfin grouper",2.033,1,0.559,11.472,"FAO","Mycteroperca venenosa","Species",33,-2014.083,0.156,3357.21,0.043,9.091,13511.532,0.188,NA,NA,NA,NA
"467","Puerto Rico","11722-FAO",2016,"Yellowtail snapper",452.869,40.237,0.674,2.127,"FAO","Ocyurus chrysurus","Species",33,4707.334,28.073,2839.754,0.042,1679.901,2549098.785,0.188,NA,NA,NA,NA
"468","Qatar","11724-FAO",2016,"Blue swimming crab",941.56,93.269,0.9,2.403,"FAO","Portunus pelagicus","Species",42,67753.753,43.146,2848.514,0.041,2616.249,3998003.624,0.188,NA,NA,NA,NA
"469","Qatar","11728-FAO",2016,"Emperors(=Scavengers) nei",4148.852,651.316,0.403,3.734,"FAO","Lethrinidae","Neis",33,-894965.92,432.574,1530.914,0.042,3232.324,21137850.11,0.188,NA,NA,NA,NA
"470","Brazil","1173-FAO",2016,"Brazilian groupers nei",5455.586,294.284,0.991,1.089,"FAO","Mycteroperca spp","Neis",33,384955.294,272.609,2803.109,0.044,8035.337,23090273.41,0.188,NA,NA,NA,NA
"471","Qatar","11730-FAO",2016,"Flathead lobster",92.182,8.964,0.33,2.535,"FAO","Thenus orientalis","Species",43,-24093.411,10.731,8191.321,0.038,699.357,2017788.707,0.188,NA,NA,NA,NA
"472","Qatar","11732-FAO",2016,"Goatfishes, red mullets nei",65.313,15.048,0.656,2.181,"FAO","Mullidae","Neis",33,81.657,10.513,672.959,0.106,8763.426,67752.916,0.188,NA,NA,NA,NA
"473","Qatar","11734-FAO",1991,"Greater lizardfish",46.39,17,0.736,3.335,"FAO","Saurida tumbil","Species",33,5034.153,6.922,1833.536,0.11,157.484,96385.661,0.188,NA,NA,NA,NA
"474","Qatar","11735-FAO",1992,"Green tiger prawn",1668.726,3,0.346,0.048,"FAO","Penaeus semisulcatus","Species",45,7343.233,182.015,3996.106,0.038,12068.338,17212210.54,0.188,NA,NA,NA,NA
"475","Qatar","11736-FAO",2016,"Groupers nei",7043.29,957.128,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-1097694.369,550.107,2803.109,0.041,8391.131,50649398.15,0.188,NA,NA,NA,NA
"476","Qatar","11738-FAO",2016,"King soldier bream",9664.533,529.595,0.825,4,"FAO","Argyrops spinifer","Species",33,67271.509,160.453,2377.498,0.014,29282.211,51978760.41,0.188,NA,NA,NA,NA
"477","Qatar","11739-FAO",2016,"Malabar blood snapper",513.129,75.784,0.599,3.52,"FAO","Lutjanus malabaricus","Species",33,-54763.018,35.934,2839.754,0.042,2141.019,3244589.386,0.188,NA,NA,NA,NA
"478","Brazil","1174-FAO",2016,"Brazilian menhaden",32175.511,999.318,0.753,0.828,"FAO","Brevoortia aurea","Species",35,60850.827,1602.041,172.417,0.037,106837.245,10168131.97,0.188,NA,NA,NA,NA
"479","Qatar","11742-FAO",2016,"Mojarras(=Silver-biddies) nei",61.633,8.391,0.381,3.272,"FAO","Gerres spp","Neis",33,-8904.288,6.729,1892.855,0.042,13571.555,331560.212,0.188,NA,NA,NA,NA
"480","Qatar","11743-FAO",2016,"Mullets nei",59.359,9.175,0.481,3.788,"FAO","Mugilidae","Neis",33,-8411.26,5.041,1530.914,0.041,46127.464,254882.312,0.188,NA,NA,NA,NA
"481","Qatar","11745-FAO",2016,"Parrotfishes nei",471.311,65.8,0.798,3.473,"FAO","Scaridae","Neis",33,6168.615,23.754,1530.914,0.04,3451.529,1222468.416,0.188,NA,NA,NA,NA
"482","Qatar","11746-FAO",2016,"Pharaoh cuttlefish",2256.109,206.51,1.675,1.474,"FAO","Sepia pharaonis","Species",57,155294.758,83.669,1149.287,0.062,3368.152,1836508.874,0.188,NA,NA,NA,NA
"483","Qatar","11747-FAO",2016,"Porgies, seabreams nei",2869.782,313.991,0.617,2.683,"FAO","Sparidae","Neis",33,-92436.968,189.83,2377.498,0.041,7217.032,14903105.16,0.188,NA,NA,NA,NA
"484","Brazil","1175-FAO",2016,"Brazilian sardinella",928569.63,76302.549,0.7,2.216,"FAO","Sardinella brasiliensis","Species",35,1220090.01,49199.102,244.852,0.037,3316765.232,449748498.1,0.188,NA,NA,NA,NA
"485","Qatar","11753-FAO",2016,"Snappers nei",415.006,55.302,0.447,3.323,"FAO","Lutjanus spp","Neis",33,-102567.048,37.24,2839.754,0.04,9187.228,3570407.989,0.188,NA,NA,NA,NA
"486","Qatar","11755-FAO",2016,"Threadfin and dwarf breams nei",281.568,37.506,0.846,1.874,"FAO","Nemipteridae","Neis",33,15209.021,23.655,1530.914,0.071,139316.778,579695.466,0.188,NA,NA,NA,NA
"487","Qatar","11757-FAO",2016,"Yellowfin seabream",135.19,22.255,0.779,4,"FAO","Acanthopagrus latus","Species",33,-171.605,7.146,2377.498,0.041,434.131,554019.346,0.188,NA,NA,NA,NA
"488","Brazil","1177-FAO",2016,"Caribbean spiny lobster",67761.158,7250.721,0.57,2.753,"FAO","Panulirus argus","Species",43,21477858.58,4618.815,13883.656,0.039,297055.929,1446913276,0.188,NA,NA,NA,NA
"489","Romania","11773-FAO",1978,"Atlantic herring",1100.766,1,0.149,0.017,"FAO","Clupea harengus","Species",35,77.616,290.073,215.183,0.039,18414.073,1799434.005,0.188,NA,NA,NA,NA
"490","Brazil","1178-FAO",1996,"Chola guitarfish",20540.508,404,0.88,0.493,"FAO","Rhinobatos percellens","Species",38,134010.084,930.627,548.726,0.04,58351.444,14486936.36,0.188,NA,NA,NA,NA
"491","Romania","11786-FAO",1987,"Bastard grunt",14.541,60,0.415,96.212,"FAO","Pomadasys incisus","Species",33,-339193.87,1.504,1833.536,0.043,87.674,71160.177,0.188,NA,NA,NA,NA
"492","Romania","11788-FAO",1992,"Bigeye grunt",1507.292,1104,0.845,6.668,"FAO","Brachydeuterus auritus","Species",33,202144.927,196.03,1833.536,0.11,4461.975,2731266.813,0.188,NA,NA,NA,NA
"493","Romania","11789-FAO",2005,"Black and Caspian Sea sprat",5105.425,2,0.936,0.011,"FAO","Clupeonella cultriventris","Species",24,134.288,195.574,76.179,0.036,13639.231,485350.727,0.188,NA,NA,NA,NA
"494","Romania","11814-FAO",2005,"Common sole",59.755,9,1.051,3.63,"FAO","Solea solea","Species",31,28697.876,2.359,5437.513,0.041,142.105,237126.468,0.188,NA,NA,NA,NA
"495","Romania","11823-FAO",1992,"European anchovy",10252.797,85,0.428,0.159,"FAO","Engraulis encrasicolus","Species",35,46056.088,937.587,956.821,0.039,59842.012,26044817.46,0.188,NA,NA,NA,NA
"496","Romania","11824-FAO",1985,"European flounder",40.578,2,0.483,1.183,"FAO","Platichthys flesus","Species",31,1724.159,3.503,2418.449,0.042,210.184,155806.371,0.188,NA,NA,NA,NA
"497","Romania","11826-FAO",1989,"European pilchard(=Sardine)",246567.466,29419,1.446,2.093,"FAO","Sardina pilchardus","Species",35,10797950.03,7291.418,508.768,0.043,426385.21,96118200.43,0.188,NA,NA,NA,NA
"498","Brazil","1183-FAO",2016,"Common squids nei",47193.117,4067.675,1.622,1.177,"FAO","Loligo spp","Neis",57,3825672.661,2131.367,1411.427,0.072,367871.982,47286097.75,0.188,NA,NA,NA,NA
"499","Romania","11830-FAO",1990,"European sprat",33465.962,3198,0.849,1.739,"FAO","Sprattus sprattus","Species",35,134240.166,1625.031,76.179,0.041,98599.872,3365137.594,0.188,NA,NA,NA,NA
"500","Brazil","1184-FAO",2016,"Croakers, drums nei",3571.884,404.531,0.519,2.76,"FAO","Sciaenidae","Neis",33,-175291.591,282.148,1254.99,0.041,31988.715,11562882.07,0.188,NA,NA,NA,NA
"501","Romania","11840-FAO",2016,"Gobies nei",137.929,13.69,0.425,2.292,"FAO","Gobiidae","Neis",33,-11634.967,14.055,1530.914,0.043,1004.833,658790.851,0.188,NA,NA,NA,NA
"502","Brazil","1185-FAO",2016,"Cupped oysters nei",32397.085,2426.485,0.763,1.856,"FAO","Crassostrea spp","Neis",53,331785.378,1714.505,732.294,0.04,112481.801,41979927.67,0.188,NA,NA,NA,NA
"503","Romania","11856-FAO",1989,"Large-eye dentex",259.824,15,0.52,1.353,"FAO","Dentex macrophthalmus","Species",33,4013.586,21.321,2847.467,0.043,1249.282,1577097.271,0.188,NA,NA,NA,NA
"504","Romania","11859-FAO",1993,"Largehead hairtail",9974.33,34,0.657,0.032,"FAO","Trichiurus lepturus","Species",34,21593.207,1618.511,828.25,0.107,37965.053,10592830.82,0.188,NA,NA,NA,NA
"505","Brazil","1186-FAO",2016,"Cusk-eels, brotulas nei",9250.301,528.502,0.799,1.418,"FAO","Ophidiidae","Neis",34,219583.099,466.271,1462.44,0.04,49799.519,22855360.28,0.188,NA,NA,NA,NA
"506","Romania","11869-FAO",1993,"Madeiran sardinella",15050.26,53,0.532,0.064,"FAO","Sardinella maderensis","Species",35,11419.815,1175.424,293.252,0.042,70702.655,9264794.984,0.188,NA,NA,NA,NA
"507","Brazil","1187-FAO",2016,"Dana swimcrab",64177.86,3495.518,0.956,1.445,"FAO","Callinectes danae","Species",42,3965491.324,2528.446,2848.514,0.038,167757.729,263374888.3,0.188,NA,NA,NA,NA
"508","Romania","11881-FAO",2016,"Mullets nei",4.947,0.765,0.481,3.788,"FAO","Mugilidae","Neis",33,-700.938,0.42,1530.914,0.041,46127.464,21240.193,0.188,NA,NA,NA,NA
"509","Romania","11882-FAO",1980,"Northern shortfin squid",21725.157,55,1.458,0.054,"FAO","Illex illecebrosus","Species",57,55252.963,701.549,1145.154,0.047,37242.873,18356464.25,0.188,NA,NA,NA,NA
"510","Romania","11888-FAO",2016,"Picked dogfish",385.162,2.635,0.669,0.524,"FAO","Squalus acanthias","Species",38,616.931,7.515,640.329,0.013,1439.068,698012.47,0.188,NA,NA,NA,NA
"511","Romania","11889-FAO",2016,"Pontic shad",4742.397,41.634,0.896,0.239,"FAO","Alosa pontica","Species",24,17050.906,194.165,654.685,0.037,13231.157,4812630.485,0.188,NA,NA,NA,NA
"512","Algeria","119-FAO",2016,"Sardinellas nei",270062.975,20331.714,0.574,1.813,"FAO","Sardinella spp","Neis",35,-361454.156,19530.74,244.852,0.042,330683.511,154154979.2,0.188,NA,NA,NA,NA
"513","Romania","11902-FAO",1989,"Round sardinella",89630.133,14802,0.957,2.979,"FAO","Sardinella aurita","Species",35,2308942.981,3895.244,293.252,0.042,234258.114,30695191.75,0.188,NA,NA,NA,NA
"514","Brazil","1191-FAO",2016,"Goatfishes, red mullets nei",8430.776,1942.506,0.656,2.181,"FAO","Mullidae","Neis",33,10540.513,1357.034,672.959,0.106,8763.426,8745772.283,0.188,NA,NA,NA,NA
"515","Romania","11917-FAO",2016,"Shads nei",78.785,3.096,0.87,1.041,"FAO","Alosa spp","Neis",24,812.197,3.418,654.685,0.038,14681.231,81583.579,0.188,NA,NA,NA,NA
"516","Brazil","1192-FAO",2016,"Green weakfish",2729.604,451.859,0.56,3.979,"FAO","Cynoscion virescens","Species",33,-84692.327,202.769,477.469,0.042,12185.91,3113037.887,0.188,NA,NA,NA,NA
"517","Brazil","1193-FAO",2016,"Groupers nei",5493.222,746.486,0.524,3.32,"FAO","Epinephelus spp","Neis",33,-856116.844,429.041,2803.109,0.041,8391.131,39502619.4,0.188,NA,NA,NA,NA
"518","Romania","11938-FAO",2016,"Surmullets(=Red mullets) nei",4.809,1.109,0.625,2.181,"FAO","Mullus spp","Neis",33,-31.544,0.814,672.959,0.106,9110.885,5242.976,0.188,NA,NA,NA,NA
"519","Romania","11941-FAO",1969,"Turbot",566.015,100,0.469,4.199,"FAO","Psetta maxima","Species",31,22323.823,50.741,6955.084,0.042,3015.311,6409297.181,0.188,NA,NA,NA,NA
"520","Brazil","1195-FAO",2016,"Irish mojarra",6189.87,812.419,0.553,3.122,"FAO","Diapterus auratus","Species",33,-388327.293,470.881,1530.914,0.042,28005.116,22867090.5,0.188,NA,NA,NA,NA
"521","Russian Federation","11955-FAO",2016,"Alfonsinos nei",89,10.788,0.847,2.892,"FAO","Beryx spp","Neis",34,2466.801,4.406,1401.314,0.042,5418.21,196403.043,0.188,NA,NA,NA,NA
"522","Russian Federation","11958-FAO",2016,"Alfonsinos nei",97.9,11.867,0.847,2.892,"FAO","Beryx spp","Neis",34,2713.482,4.847,1401.314,0.042,5418.21,216043.347,0.188,NA,NA,NA,NA
"523","Russian Federation","11965-FAO",2016,"Amer. plaice(=Long rough dab)",13164.888,690.353,0.404,3.942,"FAO","Hippoglossoides platessoides","Species",31,-299431.454,434.058,1343.28,0.013,81569.789,56651624.72,0.188,NA,NA,NA,NA
"524","Russian Federation","11969-FAO",2016,"Anchovies, etc. nei",9526.407,1024.596,0.562,1.65,"FAO","Engraulidae","Neis",35,-57861.432,1104.363,869.746,0.065,471095.617,17240309.72,0.188,NA,NA,NA,NA
"525","Brazil","1197-FAO",2016,"Jamaica weakfish",67653.893,5827.558,1.3,1.619,"FAO","Cynoscion jamaicensis","Species",33,1508455.033,2768.461,477.469,0.053,130069.123,30862028.6,0.188,NA,NA,NA,NA
"526","Russian Federation","11977-FAO",2004,"Argentine shortfin squid",839817.695,554,1.403,0.017,"FAO","Illex argentinus","Species",57,577520.216,23786.644,1145.154,0.04,1496509.87,776164453.2,0.188,NA,NA,NA,NA
"527","Brazil","1199-FAO",2016,"King weakfish",59190.449,11048.085,1.114,1.652,"FAO","Macrodon ancylodon","Species",33,2437644.309,6004.342,477.469,0.113,132870.037,25152726.9,0.188,NA,NA,NA,NA
"528","Russian Federation","11995-FAO",1993,"Atlantic herring",158.011,2,0.829,0.221,"FAO","Clupea harengus","Species",35,323.828,8.2,215.183,0.043,476.793,45381.263,0.188,NA,NA,NA,NA
"529","Albania","12-FAO",2016,"Common octopus",4590.768,386.082,1.662,1.18,"FAO","Octopus vulgaris","Species",57,722852.913,196.87,2777.255,0.071,6906.043,8731414.885,0.188,NA,NA,NA,NA
"530","Brazil","1200-FAO",2016,"Kingcroakers nei",28294.258,2281.118,0.499,2.037,"FAO","Menticirrhus spp","Neis",33,-794848.893,2242.945,1254.99,0.04,20802.776,96814428.71,0.188,NA,NA,NA,NA
"531","Russian Federation","12004-FAO",2016,"Atlantic redfishes nei",112.749,5.489,0.997,0.87,"FAO","Sebastes spp","Neis",34,1689.816,6.323,610.297,0.056,46658.935,85035.683,0.188,NA,NA,NA,NA
"532","Russian Federation","12007-FAO",2016,"Atlantic salmon",586.427,25.145,0.434,3.213,"FAO","Salmo salar","Species",23,-39289.7,18.034,2280.059,0.013,3378.391,5796481.986,0.188,NA,NA,NA,NA
"533","Brazil","1201-FAO",1995,"Ladyfish",3835.898,147,1.779,0.65,"FAO","Elops saurus","Species",33,212244.175,127.142,1833.536,0.059,5391.007,3977042.744,0.188,NA,NA,NA,NA
"534","Brazil","1202-FAO",2016,"Lane snapper",56800.84,4589.005,1.559,1.145,"FAO","Lutjanus synagris","Species",33,8546192.466,2570.022,2839.754,0.071,91073.397,118095544.7,0.188,NA,NA,NA,NA
"535","Russian Federation","12024-FAO",2016,"Black and Caspian Sea sprat",460957.364,12410.622,1.961,0.407,"FAO","Clupeonella cultriventris","Species",24,631019.836,15564.888,63.606,0.066,587716.613,17397890.54,0.188,NA,NA,NA,NA
"536","Brazil","1203-FAO",2016,"Largehead hairtail",108546.349,8290.493,2.032,0.655,"FAO","Trichiurus lepturus","Species",34,4452702.481,6223.724,691.549,0.117,133521.974,36270289.78,0.188,NA,NA,NA,NA
"537","Russian Federation","12034-FAO",2016,"Blue king crab",80092.261,2048.132,1.227,0.631,"FAO","Paralithodes platypus","Species",44,10987328.16,2645.04,7466.679,0.041,163132.94,505728548.6,0.188,NA,NA,NA,NA
"538","Russian Federation","12054-FAO",2016,"Brown king crab",33461.085,3379.685,1.6,1.587,"FAO","Paralithodes brevipes","Species",44,12139080,1330.846,5699.755,0.064,52273.151,140315245.3,0.188,NA,NA,NA,NA
"539","Russian Federation","12065-FAO",2016,"Chinook(=Spring=King) salmon",17561.929,347.587,1.361,0.929,"FAO","Oncorhynchus tshawytscha","Species",23,463364.206,274.92,1864.774,0.021,32256.397,30288669.74,0.188,NA,NA,NA,NA
"540","Brazil","1207-FAO",2016,"Marine crabs nei",177618.216,13503.262,0.819,1.777,"FAO","Brachyura","Neis",42,9697156.062,9282.373,2848.514,0.041,36803.342,856740593.7,0.188,NA,NA,NA,NA
"541","Russian Federation","12074-FAO",2016,"Chum(=Keta=Dog) salmon",1207917.032,82529.344,1.444,1.067,"FAO","Oncorhynchus keta","Species",23,96360392.31,53548.652,1622.042,0.064,2091152.046,1227875595,0.188,NA,NA,NA,NA
"542","Russian Federation","12075-FAO",2016,"Clams, etc. nei",7.387,0.766,0.403,2.514,"FAO","Bivalvia","Neis",56,-426.159,0.756,810.262,0.041,91166.866,20277.621,0.188,NA,NA,NA,NA
"543","Russian Federation","12080-FAO",2016,"Coho(=Silver) salmon",81638.921,5649.586,1.454,1.09,"FAO","Oncorhynchus kisutch","Species",23,12844994.41,3565.392,3158.286,0.063,140407.557,160932013.2,0.188,NA,NA,NA,NA
"544","Russian Federation","12081-FAO",1999,"Common carp",61.657,1,0.969,0.392,"FAO","Cyprinus carpio","Species",11,661.305,2.633,995.043,0.041,159.141,70857.683,0.188,NA,NA,NA,NA
"545","Russian Federation","12082-FAO",2016,"Common dab",1287.338,170.392,0.994,3.153,"FAO","Limanda limanda","Species",31,52690.489,54.364,621.26,0.042,3237.988,736817.484,0.188,NA,NA,NA,NA
"546","Russian Federation","12087-FAO",2016,"Coonstripe shrimp",3055.803,18.992,0.842,0.151,"FAO","Pandalus hypsinotus","Species",45,30785.195,149.401,2044.549,0.041,9068.638,5943129.723,0.188,NA,NA,NA,NA
"547","Russian Federation","12092-FAO",2011,"Crucian carp",138.845,5,0.947,0.873,"FAO","Carassius carassius","Species",11,2804.332,6.045,995.043,0.041,366.609,163404.263,0.188,NA,NA,NA,NA
"548","Russian Federation","12094-FAO",2016,"Cupped oysters nei",1798.469,134.702,0.763,1.856,"FAO","Crassostrea spp","Neis",53,18418.504,95.178,732.294,0.04,112481.801,2330444.654,0.188,NA,NA,NA,NA
"549","Russian Federation","12099-FAO",2016,"Cyprinids nei",1138.587,63.962,0.98,1.377,"FAO","Cyprinidae","Neis",11,22366.212,47.407,830.813,0.041,4690.322,1299029.987,0.188,NA,NA,NA,NA
"550","Russian Federation","12100-FAO",2016,"Cyprinids nei",9749.153,547.673,0.98,1.377,"FAO","Cyprinidae","Neis",11,191510.69,405.926,830.813,0.041,4690.322,11122944.27,0.188,NA,NA,NA,NA
"551","Russian Federation","12101-FAO",2016,"Cyprinids nei",2348.336,131.921,0.98,1.377,"FAO","Cyprinidae","Neis",11,46130.312,97.778,830.813,0.041,4690.322,2679249.348,0.188,NA,NA,NA,NA
"552","Russian Federation","12102-FAO",1994,"Deep-water rose shrimp",36.325,61,0.292,39.111,"FAO","Parapenaeus longirostris","Species",45,-987557.88,5.341,6653.856,0.043,310.971,710266.216,0.188,NA,NA,NA,NA
"553","Russian Federation","12113-FAO",2009,"European flounder",8050.934,983,0.959,2.936,"FAO","Platichthys flesus","Species",31,1365754.544,349.257,2418.449,0.042,20993.266,15569734.93,0.188,NA,NA,NA,NA
"554","Russian Federation","12117-FAO",2016,"European smelt",18517.502,488.284,1.251,0.672,"FAO","Osmerus eperlanus","Species",23,470566.484,580.657,1341.559,0.039,37016.839,20824210.87,0.188,NA,NA,NA,NA
